dem_status;station_eoi_code;station_name;component_code;component_name;component_short_name;zone_objective_code1;zone_code1;zone_name1;zone_objective_code2;zone_code2;zone_name2;measurement_code;meas_conf_group;measurement_start_date;measurement_end_date;measurement_method_type;measurement_technique_principle;measurement_equipment;integration_time_frequency;integration_time_unit;height_sampling_point;length_sampling_line;location_sampling_point;sampling_time;sampling_time_unit;calibration_frequency;calibration_unit;calibration_method;calibration_description;body_or_programme
;NL00485;Hoogvliet-Leemkuil;1;Sulphur dioxide (air);SO2;;;;;;;100;100;20080521;;Automatic Analyzer;UV fluorescence;Teledyne API 100E UV Fluorescent SO2 Analyser;1;hour;3;2;unknown;10;second;49;hour;compressed gases;;EU EoI
;NL00485;Hoogvliet-Leemkuil;5;Particulate matter < 10 µm (aerosol);PM10;;;;;;;100;100;20100914;;Automatic Analyzer;Beta ray attenuation;MetOne BAM-1020;1;hour;3;2;unknown;1;hour;2;month;flow rate check;;EU EoI
;NL00485;Hoogvliet-Leemkuil;7;Ozone (air);O3;;;;;;;100;100;20050609;;Automatic Analyzer;Ultraviolet (UV) photometry;Thermo model 49c O3 analyser;1;hour;3;2;unknown;10;second;49;hour;uv lamp (ozone generator);;EU EoI
;NL00485;Hoogvliet-Leemkuil;8;Nitrogen dioxide (air);NO2;human;NL0240;Rotterdam/ Dordrecht;;;;100;100;20100817;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;3;2;free air flow;20;second;4;day;compressed gases;;EU EoI
;NL00485;Hoogvliet-Leemkuil;9;Nitrogen oxides (air);NOX;;;;;;;100;100;20100817;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;3;2;free air flow;20;second;4;day;compressed gases;;EU EoI
;NL00485;Hoogvliet-Leemkuil;20;Benzene (air);C6H6;;;;;;;100;100;20070327;;Automatic Analyzer;chromatography;SYNTECH SPECTRAS  GC 955;1;hour;3;3;unknown;15;minute;4;day;compressed gases;;EU EoI
;NL00485;Hoogvliet-Leemkuil;21;Toluene (air);C6H5-CH3;;;;;;;100;100;20070327;;Automatic Analyzer;chromatography;SYNTECH SPECTRAS  GC 955;1;hour;3;3;unknown;15;minute;4;day;compressed gases;;EU EoI
;NL00485;Hoogvliet-Leemkuil;38;Nitrogen monoxide (air);NO;;;;;;;100;100;20100817;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;3;2;free air flow;20;second;4;day;compressed gases;;EU EoI
;NL00485;Hoogvliet-Leemkuil;6001;Particulate matter < 2.5 µm (aerosol);PM2.5;;;;;;;100;100;20100914;;Automatic Analyzer;Beta ray attenuation;MetOne BAM-1020;1;hour;3;2;unknown;1;hour;2;month;flow rate check;;EU EoI
;NL00494;Schiedam-Alphons Arienstraat;1;Sulphur dioxide (air);SO2;;;;;;;100;100;20080410;;Automatic Analyzer;UV fluorescence;Teledyne API 100E UV Fluorescent SO2 Analyser;1;hour;3;2;unknown;10;second;49;hour;compressed gases;;EU EoI
;NL00494;Schiedam-Alphons Arienstraat;5;Particulate matter < 10 µm (aerosol);PM10;;;;;;;100;100;20100323;;Automatic Analyzer;Beta ray attenuation;MetOne BAM-1020;1;hour;3;2;unknown;1;hour;2;month;flow rate check;;EU EoI
;NL00494;Schiedam-Alphons Arienstraat;7;Ozone (air);O3;;;;;;;100;100;20050310;;Automatic Analyzer;Ultraviolet (UV) photometry;Thermo model 49c O3 analyser;1;hour;3;2;unknown;10;second;49;hour;uv lamp (ozone generator);;EU EoI
;NL00494;Schiedam-Alphons Arienstraat;8;Nitrogen dioxide (air);NO2;human;NL0240;Rotterdam/ Dordrecht;;;;100;100;20110421;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;3;2;free air flow;10;second;4;day;compressed gases;;EU EoI
;NL00494;Schiedam-Alphons Arienstraat;9;Nitrogen oxides (air);NOX;;;;;;;100;100;20110421;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;3;2;free air flow;10;second;4;day;compressed gases;;EU EoI
;NL00494;Schiedam-Alphons Arienstraat;20;Benzene (air);C6H6;;;;;;;100;100;20040115;;Automatic Analyzer;chromatography;SYNTECH SPECTRAS  GC 955;1;hour;3;3;unknown;15;minute;4;day;compressed gases;;EU EoI
;NL00494;Schiedam-Alphons Arienstraat;21;Toluene (air);C6H5-CH3;;;;;;;100;100;20040115;;Automatic Analyzer;chromatography;SYNTECH SPECTRAS  GC 955;1;hour;3;3;unknown;15;minute;4;day;compressed gases;;EU EoI
;NL00494;Schiedam-Alphons Arienstraat;38;Nitrogen monoxide (air);NO;;;;;;;100;100;20110421;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;3;2;free air flow;10;second;4;day;compressed gases;;EU EoI
;NL00494;Schiedam-Alphons Arienstraat;6001;Particulate matter < 2.5 µm (aerosol);PM2.5;human;NL0240;Rotterdam/ Dordrecht;;;;101;101;20100427;;Automatic Analyzer;Beta ray attenuation;MetOne BAM-1020;1;hour;3;2;unknown;1;hour;2;month;flow rate check;;EU EoI
;NL00482;Europoort-Markweg;5;Particulate matter < 10 µm (aerosol);PM10;;;;;;;100;100;20130101;;Automatic Analyzer;Beta ray attenuation;MetOne BAM-1020;1;hour;3;2;unknown;1;hour;2;month;flow rate check;;EU EoI
;NL00482;Europoort-Markweg;6001;Particulate matter < 2.5 µm (aerosol);PM2.5;;;;;;;100;100;20130101;;Automatic Analyzer;Beta ray attenuation;MetOne BAM-1020;1;hour;3;2;unknown;1;hour;2;month;flow rate check;;EU EoI
;NL00483;Botlek-Spoortunnel;20;Benzene (air);C6H6;;;;;;;100;100;20120112;;Automatic Analyzer;chromatography;SYNTECH SPECTRAS  GC 955;1;hour;3;3;unknown;15;minute;4;day;compressed gases;;EU EoI
;NL00483;Botlek-Spoortunnel;21;Toluene (air);C6H5-CH3;;;;;;;100;100;20120112;;Automatic Analyzer;chromatography;SYNTECH SPECTRAS  GC 955;1;hour;3;3;unknown;15;minute;4;day;compressed gases;;EU EoI
;NL00484;Botlek-Oude Maasweg;1;Sulphur dioxide (air);SO2;;;;;;;100;100;20071210;;Automatic Analyzer;UV fluorescence;Teledyne API 100E UV Fluorescent SO2 Analyser;1;hour;3;2;unknown;10;second;49;hour;compressed gases;;EU EoI
;NL00486;Pernis-Soetemanweg;1;Sulphur dioxide (air);SO2;;;;;;;100;100;20080131;;Automatic Analyzer;UV fluorescence;Teledyne API 100E UV Fluorescent SO2 Analyser;1;hour;3;2;unknown;10;second;49;hour;compressed gases;;EU EoI
;NL00486;Pernis-Soetemanweg;8;Nitrogen dioxide (air);NO2;;;;;;;100;100;20091203;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;3;2;unknown;10;second;49;hour;compressed gases;;EU EoI
;NL00486;Pernis-Soetemanweg;9;Nitrogen oxides (air);NOX;;;;;;;100;100;20091203;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;3;2;unknown;10;second;49;hour;compressed gases;;EU EoI
;NL00486;Pernis-Soetemanweg;38;Nitrogen monoxide (air);NO;;;;;;;100;100;20091203;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;3;2;unknown;10;second;49;hour;compressed gases;;EU EoI
;NL00487;Rotterdam Zuid-Pleinweg;5;Particulate matter < 10 µm (aerosol);PM10;;;;;;;100;100;20100602;;Automatic Analyzer;Beta ray attenuation;MetOne BAM-1020;1;hour;3;2;unknown;1;hour;2;month;flow rate check;;EU EoI
;NL00487;Rotterdam Zuid-Pleinweg;8;Nitrogen dioxide (air);NO2;;;;;;;100;100;20091020;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;3;2;unknown;10;second;49;hour;compressed gases;;EU EoI
;NL00487;Rotterdam Zuid-Pleinweg;9;Nitrogen oxides (air);NOX;;;;;;;100;100;20091020;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;3;2;unknown;10;second;49;hour;compressed gases;;EU EoI
;NL00487;Rotterdam Zuid-Pleinweg;10;Carbon monoxide (air);CO;;;;;;;100;100;20090701;;Automatic Analyzer;Non-dispersive infrared spectroscopy (NDIR);Teledyne API 300E gas filter correlation CO analyser;1;hour;3;2;unknown;10;second;49;hour;compressed gases;;EU EoI
;NL00487;Rotterdam Zuid-Pleinweg;38;Nitrogen monoxide (air);NO;;;;;;;100;100;20091020;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;3;2;unknown;10;second;49;hour;compressed gases;;EU EoI
;NL00487;Rotterdam Zuid-Pleinweg;6001;Particulate matter < 2.5 µm (aerosol);PM2.5;;;;;;;100;100;20100512;;Automatic Analyzer;Beta ray attenuation;MetOne BAM-1020;1;hour;3;2;unknown;1;hour;2;month;flow rate check;;EU EoI
;NL00488;Rotterdam Zuid-Zwartewaalstraat;5;Particulate matter < 10 µm (aerosol);PM10;;;;;;;100;100;20100518;;Automatic Analyzer;Beta ray attenuation;MetOne BAM-1020;1;hour;3;2;unknown;1;hour;2;month;flow rate check;;EU EoI
;NL00488;Rotterdam Zuid-Zwartewaalstraat;8;Nitrogen dioxide (air);NO2;;;;;;;100;100;20091211;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;3;2;unknown;10;second;49;hour;compressed gases;;EU EoI
;NL00488;Rotterdam Zuid-Zwartewaalstraat;9;Nitrogen oxides (air);NOX;;;;;;;100;100;20091211;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;3;2;unknown;10;second;49;hour;compressed gases;;EU EoI
;NL00488;Rotterdam Zuid-Zwartewaalstraat;10;Carbon monoxide (air);CO;;;;;;;100;100;20090701;;Automatic Analyzer;Non-dispersive infrared spectroscopy (NDIR);Teledyne API 300E gas filter correlation CO analyser;1;hour;3;2;unknown;10;second;49;hour;compressed gases;;EU EoI
;NL00488;Rotterdam Zuid-Zwartewaalstraat;38;Nitrogen monoxide (air);NO;;;;;;;100;100;20091211;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;3;2;unknown;10;second;49;hour;compressed gases;;EU EoI
;NL00488;Rotterdam Zuid-Zwartewaalstraat;6001;Particulate matter < 2.5 µm (aerosol);PM2.5;;;;;;;100;100;20100512;;Automatic Analyzer;Beta ray attenuation;MetOne BAM-1020;1;hour;3;2;unknown;1;hour;2;month;flow rate check;;EU EoI
;NL00489;Ridderkerk-Hogeweg;5;Particulate matter < 10 µm (aerosol);PM10;;;;;;;100;100;20100824;;Automatic Analyzer;Beta ray attenuation;MetOne BAM-1020;1;hour;3;2;unknown;1;hour;2;month;flow rate check;;EU EoI
;NL00489;Ridderkerk-Hogeweg;7;Ozone (air);O3;;;;;;;100;100;20050630;;Automatic Analyzer;Ultraviolet (UV) photometry;Thermo model 49c O3 analyser;1;hour;3;2;unknown;10;second;49;hour;uv lamp (ozone generator);;EU EoI
;NL00489;Ridderkerk-Hogeweg;8;Nitrogen dioxide (air);NO2;;;;;;;100;100;20100302;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;3;2;unknown;10;second;49;hour;compressed gases;;EU EoI
;NL00489;Ridderkerk-Hogeweg;9;Nitrogen oxides (air);NOX;;;;;;;100;100;20100302;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;3;2;unknown;10;second;49;hour;compressed gases;;EU EoI
;NL00489;Ridderkerk-Hogeweg;38;Nitrogen monoxide (air);NO;;;;;;;100;100;20100302;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;3;2;unknown;10;second;49;hour;compressed gases;;EU EoI
;NL00489;Ridderkerk-Hogeweg;6001;Particulate matter < 2.5 µm (aerosol);PM2.5;;;;;;;100;100;20100819;;Automatic Analyzer;Beta ray attenuation;MetOne BAM-1020;1;hour;3;2;unknown;1;hour;2;month;flow rate check;;EU EoI
;NL00491;Rotterdam-Oost Sidelinge A13;5;Particulate matter < 10 µm (aerosol);PM10;;;;;;;100;100;20110314;;Automatic Analyzer;Beta ray attenuation;MetOne BAM-1020;1;hour;3;2;unknown;1;hour;2;month;flow rate check;;EU EoI
;NL00491;Rotterdam-Oost Sidelinge A13;8;Nitrogen dioxide (air);NO2;;;;;;;100;100;20110913;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;3;2;unknown;10;second;49;hour;compressed gases;;EU EoI
;NL00491;Rotterdam-Oost Sidelinge A13;9;Nitrogen oxides (air);NOX;;;;;;;100;100;20110913;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;3;2;unknown;10;second;49;hour;compressed gases;;EU EoI
;NL00491;Rotterdam-Oost Sidelinge A13;10;Carbon monoxide (air);CO;;;;;;;100;100;20120101;;Automatic Analyzer;Non-dispersive infrared spectroscopy (NDIR);Teledyne API 300E gas filter correlation CO analyser;1;hour;3;2;unknown;10;second;49;hour;compressed gases;;EU EoI
;NL00491;Rotterdam-Oost Sidelinge A13;38;Nitrogen monoxide (air);NO;;;;;;;100;100;20110913;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;3;2;unknown;10;second;49;hour;compressed gases;;EU EoI
;NL00491;Rotterdam-Oost Sidelinge A13;6001;Particulate matter < 2.5 µm (aerosol);PM2.5;;;;;;;100;100;20110314;;Automatic Analyzer;Beta ray attenuation;MetOne BAM-1020;1;hour;3;2;unknown;1;hour;2;month;flow rate check;;EU EoI
;NL00493;Rotterdam Noord -Statenweg;5;Particulate matter < 10 µm (aerosol);PM10;;;;;;;100;100;20100708;;Automatic Analyzer;Beta ray attenuation;MetOne BAM-1020;1;hour;3;2;unknown;1;hour;2;month;flow rate check;;EU EoI
;NL00493;Rotterdam Noord -Statenweg;7;Ozone (air);O3;;;;;;;100;100;20050321;;Automatic Analyzer;Ultraviolet (UV) photometry;Thermo model 49c O3 analyser;1;hour;3;2;unknown;10;second;49;hour;uv lamp (ozone generator);;EU EoI
;NL00493;Rotterdam Noord -Statenweg;8;Nitrogen dioxide (air);NO2;;;;;;;100;100;20100810;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;3;2;unknown;10;second;49;hour;compressed gases;;EU EoI
;NL00493;Rotterdam Noord -Statenweg;9;Nitrogen oxides (air);NOX;;;;;;;100;100;20100810;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;3;2;unknown;10;second;49;hour;compressed gases;;EU EoI
;NL00493;Rotterdam Noord -Statenweg;10;Carbon monoxide (air);CO;;;;;;;100;100;20110802;;Automatic Analyzer;Non-dispersive infrared spectroscopy (NDIR);Teledyne API 300E gas filter correlation CO analyser;1;hour;3;2;unknown;10;second;49;hour;compressed gases;;EU EoI
;NL00493;Rotterdam Noord -Statenweg;38;Nitrogen monoxide (air);NO;;;;;;;100;100;20100810;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;3;2;unknown;10;second;49;hour;compressed gases;;EU EoI
;NL00495;Maassluis-Kwartellaan;1;Sulphur dioxide (air);SO2;;;;;;;100;100;20080317;;Automatic Analyzer;UV fluorescence;Teledyne API 100E UV Fluorescent SO2 Analyser;1;hour;3;2;unknown;10;second;49;hour;compressed gases;;EU EoI
;NL00495;Maassluis-Kwartellaan;5;Particulate matter < 10 µm (aerosol);PM10;;;;;;;100;100;20110217;;Automatic Analyzer;Beta ray attenuation;MetOne BAM-1020;1;hour;3;2;unknown;1;hour;2;month;flow rate check;;EU EoI
;NL00495;Maassluis-Kwartellaan;7;Ozone (air);O3;;;;;;;100;100;20050419;;Automatic Analyzer;Ultraviolet (UV) photometry;Thermo model 49c O3 analyser;1;hour;3;2;unknown;10;second;49;hour;uv lamp (ozone generator);;EU EoI
;NL00495;Maassluis-Kwartellaan;8;Nitrogen dioxide (air);NO2;;;;;;;100;100;20110629;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;3;2;unknown;10;second;49;hour;compressed gases;;EU EoI
;NL00495;Maassluis-Kwartellaan;9;Nitrogen oxides (air);NOX;;;;;;;100;100;20110629;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;3;2;unknown;10;second;49;hour;compressed gases;;EU EoI
;NL00495;Maassluis-Kwartellaan;20;Benzene (air);C6H6;;;;;;;100;100;19960718;;Active Sampler;chromatography;Chrompack VOC-AIR;1;hour;3;2;unknown;1;hour;4;day;compressed gases;;EU EoI
;NL00495;Maassluis-Kwartellaan;21;Toluene (air);C6H5-CH3;;;;;;;100;100;19960718;;Active Sampler;chromatography;Chrompack VOC-AIR;1;hour;3;2;unknown;1;hour;4;day;compressed gases;;EU EoI
;NL00495;Maassluis-Kwartellaan;38;Nitrogen monoxide (air);NO;;;;;;;100;100;20110629;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;3;2;unknown;10;second;49;hour;compressed gases;;EU EoI
;NL00495;Maassluis-Kwartellaan;6001;Particulate matter < 2.5 µm (aerosol);PM2.5;;;;;;;100;100;20110216;;Automatic Analyzer;Beta ray attenuation;MetOne BAM-1020;1;hour;3;2;unknown;1;hour;2;month;flow rate check;;EU EoI
;NL00496;Hoek v. Holland-Berghaven;1;Sulphur dioxide (air);SO2;;;;;;;100;100;20080528;;Automatic Analyzer;UV fluorescence;Teledyne API 100E UV Fluorescent SO2 Analyser;1;hour;3;2;unknown;10;second;49;hour;compressed gases;;EU EoI
;NL00496;Hoek v. Holland-Berghaven;5;Particulate matter < 10 µm (aerosol);PM10;;;;;;;100;100;20101215;;Automatic Analyzer;Beta ray attenuation;MetOne BAM-1020;1;hour;3;2;unknown;1;hour;2;month;flow rate check;;EU EoI
;NL00496;Hoek v. Holland-Berghaven;7;Ozone (air);O3;;;;;;;100;100;20070718;;Automatic Analyzer;Ultraviolet (UV) photometry;Thermo model 49c O3 analyser;1;hour;3;2;unknown;10;second;49;hour;uv lamp (ozone generator);;EU EoI
;NL00496;Hoek v. Holland-Berghaven;8;Nitrogen dioxide (air);NO2;;;;;;;100;100;20101216;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;3;2;unknown;10;second;49;hour;compressed gases;;EU EoI
;NL00496;Hoek v. Holland-Berghaven;9;Nitrogen oxides (air);NOX;;;;;;;100;100;20101216;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;3;2;unknown;10;second;49;hour;compressed gases;;EU EoI
;NL00496;Hoek v. Holland-Berghaven;20;Benzene (air);C6H6;;;;;;;100;100;20120101;;Automatic Analyzer;chromatography;SYNTECH SPECTRAS  GC 955;1;hour;3;3;unknown;15;minute;4;day;compressed gases;;EU EoI
;NL00496;Hoek v. Holland-Berghaven;21;Toluene (air);C6H5-CH3;;;;;;;100;100;20120101;;Automatic Analyzer;chromatography;SYNTECH SPECTRAS  GC 955;1;hour;3;3;unknown;15;minute;4;day;compressed gases;;EU EoI
;NL00496;Hoek v. Holland-Berghaven;38;Nitrogen monoxide (air);NO;;;;;;;100;100;20101216;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;3;2;unknown;10;second;49;hour;compressed gases;;EU EoI
;NL00496;Hoek v. Holland-Berghaven;6001;Particulate matter < 2.5 µm (aerosol);PM2.5;;;;;;;100;100;20101216;;Automatic Analyzer;Beta ray attenuation;MetOne BAM-1020;1;hour;3;2;unknown;1;hour;2;month;flow rate check;;EU EoI
;NL00703;Amsterdam-Spaarnwoude;5;Particulate matter < 10 µm (aerosol);PM10;human;NL0210;Amsterdam/Haarlem;;;;101;101;20090101;;Automatic Analyzer;Beta ray attenuation;MetOne BAM-1020;1;hour;3;2;free air flow;1;hour;1;week;reference measurement meth.;Calibration at least 56 days in a year via gravimetric reference measurements.;EU EoI
;NL00703;Amsterdam-Spaarnwoude;8;Nitrogen dioxide (air);NO2;;;;;;;100;100;20081201;;Automatic Analyzer;Chemiluminescence;Teledyne API 200 chemiluminescent NOx analyser;1;hour;2;6;free air flow;10;second;49;hour;compressed gases;;EU EoI
;NL00703;Amsterdam-Spaarnwoude;9;Nitrogen oxides (air);NOX;;;;;;;100;100;20081201;;Automatic Analyzer;Chemiluminescence;Teledyne API 200 chemiluminescent NOx analyser;1;hour;2;6;free air flow;10;second;49;hour;compressed gases;;EU EoI
;NL00703;Amsterdam-Spaarnwoude;20;Benzene (air);C6H6;;;;;;;100;100;20100101;;Automatic Analyzer;Gas chromatography flame ionization detection (GC-FID);SYNTECH SPECTRAS  GC 955;1;hour;4;3;free air flow;15;minute;49;hour;compressed gases;;EU EoI
;NL00703;Amsterdam-Spaarnwoude;21;Toluene (air);C6H5-CH3;;;;;;;100;100;20100101;;Automatic Analyzer;Gas chromatography flame ionization detection (GC-FID);SYNTECH SPECTRAS  GC 955;1;hour;4;3;free air flow;15;minute;49;hour;compressed gases;;EU EoI
;NL00703;Amsterdam-Spaarnwoude;38;Nitrogen monoxide (air);NO;;;;;;;100;100;20081201;;Automatic Analyzer;Chemiluminescence;Teledyne API 200 chemiluminescent NOx analyser;1;hour;2;6;free air flow;10;second;49;hour;compressed gases;;EU EoI
;NL00703;Amsterdam-Spaarnwoude;431;Ethyl benzene (air);C6H5-C2H5;;;;;;;100;100;20100101;;Automatic Analyzer;chromatography;SYNTECH SPECTRAS  GC 955;1;hour;4;3;free air flow;15;minute;1;month;compressed gases;;
;NL00703;Amsterdam-Spaarnwoude;464;mp-Xylene (air);mp-C6H4(CH3)2;;;;;;;100;100;20100101;;Automatic Analyzer;chromatography;SYNTECH SPECTRAS  GC 955;1;hour;4;3;free air flow;15;minute;49;hour;compressed gases;;EU EoI
;NL00703;Amsterdam-Spaarnwoude;482;o-Xylene (air);o-C6H4-(CH3)2;;;;;;;100;100;20100101;;Automatic Analyzer;chromatography;SYNTECH SPECTRAS  GC 955;1;hour;4;3;free air flow;15;minute;1;month;compressed gases;;
;NL00703;Amsterdam-Spaarnwoude;6001;Particulate matter < 2.5 µm (aerosol);PM2.5;;;;;;;100;100;20090101;;Automatic Analyzer;Beta ray attenuation;MetOne BAM-1020;1;hour;3;2;free air flow;1;hour;1;week;reference measurement meth.;Calibration at least 56 days in a year via gravimetric reference measurements.;EU EoI
;NL00442;Dordrecht-Bamendaweg;5;Particulate matter < 10 µm (aerosol);PM10;human;NL0240;Rotterdam/ Dordrecht;;;;100;100;20101204;;Automatic Analyzer;Beta ray attenuation;Thermo Andersen ESM FH 62 I-R;1;hour;3;2;pavement;1;hour;3;month;calibration filter;;EU EoI+EEA EuroAirnet
;NL00442;Dordrecht-Bamendaweg;7;Ozone (air);O3;human/eco;NL0240;Rotterdam/ Dordrecht;;;;100;100;20101203;;Automatic Analyzer;Ultraviolet (UV) photometry;Thermo model 49i O3 analyser;1;hour;4;3;pavement;10;second;1;day;uv lamp (ozone generator);;EU EoI+EEA EuroAirnet
;NL00442;Dordrecht-Bamendaweg;8;Nitrogen dioxide (air);NO2;human;NL0240;Rotterdam/ Dordrecht;ozone;NL0240;Rotterdam/ Dordrecht;100;100;20101204;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;4;3;pavement;10;second;1;day;compressed gases;;EU EoI+EEA EuroAirnet
;NL00442;Dordrecht-Bamendaweg;9;Nitrogen oxides (air);NOX;;;;;;;100;100;20101204;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;4;3;pavement;10;second;1;day;compressed gases;;EU EoI
;NL00442;Dordrecht-Bamendaweg;38;Nitrogen monoxide (air);NO;;;;;;;100;100;20101204;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;4;3;pavement;10;second;1;day;compressed gases;;EU EoI+EEA EuroAirnet
;NL00821;Enschede-Winkelhorst;6001;Particulate matter < 2.5 µm (aerosol);PM2.5;human;NL0100;Noord;;;;100;100;20100623;;Active Sampler;Gravimetric analysis;DERENDA;1;day;3;2;free air flow;1;natural day;3;month;flow rate check;;
;NL00704;Amsterdam-Hoogtij;1;Sulphur dioxide (air);SO2;;;;;;;100;100;20090101;;Automatic Analyzer;UV fluorescence;Thermo model 43i SO2 analyser;1;hour;3;2;free air flow;10;second;49;hour;compressed gases;;EU EoI
;NL00704;Amsterdam-Hoogtij;5;Particulate matter < 10 µm (aerosol);PM10;;;;;;;100;100;20090201;;Automatic Analyzer;Beta ray attenuation;MetOne BAM-1020;1;hour;3;2;free air flow;1;hour;1;week;reference measurement meth.;Calibration at least 56 days in a year via gravimetric reference measurements.;EU EoI
;NL00704;Amsterdam-Hoogtij;8;Nitrogen dioxide (air);NO2;;;;;;;100;100;20090101;;Automatic Analyzer;Chemiluminescence;Teledyne API 200 chemiluminescent NOx analyser;1;hour;2;6;free air flow;10;second;49;hour;compressed gases;;EU EoI
;NL00704;Amsterdam-Hoogtij;9;Nitrogen oxides (air);NOX;;;;;;;100;100;20090101;;Automatic Analyzer;Chemiluminescence;Teledyne API 200 chemiluminescent NOx analyser;1;hour;2;6;free air flow;10;second;49;hour;compressed gases;;EU EoI
;NL00704;Amsterdam-Hoogtij;20;Benzene (air);C6H6;;;;;;;100;100;20090101;;Automatic Analyzer;Gas chromatography flame ionization detection (GC-FID);SYNTECH SPECTRAS  GC 955;1;hour;4;3;free air flow;15;minute;49;hour;compressed gases;;EU EoI
;NL00704;Amsterdam-Hoogtij;21;Toluene (air);C6H5-CH3;;;;;;;100;100;20090101;;Automatic Analyzer;Gas chromatography flame ionization detection (GC-FID);SYNTECH SPECTRAS  GC 955;1;hour;4;3;free air flow;15;minute;49;hour;compressed gases;;EU EoI
;NL00704;Amsterdam-Hoogtij;38;Nitrogen monoxide (air);NO;;;;;;;100;100;20090101;;Automatic Analyzer;Chemiluminescence;Teledyne API 200 chemiluminescent NOx analyser;1;hour;2;6;free air flow;10;second;49;hour;compressed gases;;EU EoI
;NL00704;Amsterdam-Hoogtij;431;Ethyl benzene (air);C6H5-C2H5;;;;;;;100;100;20090101;;Automatic Analyzer;chromatography;SYNTECH SPECTRAS  GC 955;1;hour;4;3;unknown;15;minute;1;month;compressed gases;;EU EoI
;NL00704;Amsterdam-Hoogtij;464;mp-Xylene (air);mp-C6H4(CH3)2;;;;;;;100;100;20090101;;Automatic Analyzer;chromatography;SYNTECH SPECTRAS  GC 955;1;hour;4;3;free air flow;15;minute;49;hour;compressed gases;;EU EoI
;NL00704;Amsterdam-Hoogtij;482;o-Xylene (air);o-C6H4-(CH3)2;;;;;;;100;100;20090101;;Automatic Analyzer;chromatography;SYNTECH SPECTRAS  GC 955;1;hour;4;3;unknown;15;minute;1;month;compressed gases;;EU EoI
;NL00704;Amsterdam-Hoogtij;6001;Particulate matter < 2.5 µm (aerosol);PM2.5;;;;;;;100;100;20090201;;Automatic Analyzer;Beta ray attenuation;MetOne BAM-1020;1;hour;3;2;free air flow;1;hour;1;week;reference measurement meth.;Calibration at least 56 days in a year via gravimetric reference measurements.;EU EoI
;NL00312;Axel-Zaaidijk;5;Particulate matter < 10 µm (aerosol);PM10;;;;;;;100;100;20100101;;Automatic Analyzer;Beta ray attenuation;Thermo Andersen ESM FH 62 I-R;1;hour;3;2;free air flow;1;hour;3;month;flow rate check;;EU EoI
